,Location,Building Model,Overlay District,Improvements,Land,Total
3757,9-11 EVERGREEN LN (ARLINGTON), ,,,,
10726,SYLVIA ST, ,,,,
633,BATTLE GREEN RD, ,,,,
11441,27 WALTHAM ST,Commercial,MFO,,,
11095,UTICA ST, ,,,0.0,0.0
3756,17 EVERGREEN LN (ARLINGTON), ,,,0.0,0.0
9787,ROOSEVELT RD, ,,,0.0,0.0
8419,NICKERSON RD, ,,,0.0,0.0
6721,LOWELL ST, ,,,0.0,0.0
1847,CAMBRIDGE/CONCORD, ,,,0.0,0.0
12459,WORTHEN RD, ,,,0.0,0.0
652,BEDFORD ST, ,,,33.33333333333333,33.33333333333333
6792,LOWELL ST, ,,,0.0,0.0
12287,WOOD ST, ,,,25.0,25.0
4828,GROVE ST, ,,,20.0,20.0
12413,WOODLAND RD (BEDFORD), ,,,-76.0,-76.0
8973,PEACHTREE RD, ,,,0.0,0.0
1832,CAMBRIDGE/CONCORD, ,,,-98.60557768924303,-98.60557768924303
7464,MARVIN ST, ,,,0.0,0.0
2407,1  CONCORD AVE, ,,,0.0,0.0
2766,DANIELS ST, ,,,14.285714285714285,14.285714285714285
8392,10 MUZZEY ST #19,Com Condo,MFO,0.0,,0.0
8360,10 MUZZEY ST #20,Com Condo,MFO,0.0,,0.0
6248,LEONARD RD, ,,,14.285714285714285,14.285714285714285
9705,ROBINSON RD (WOBURN), ,,,14.285714285714285,14.285714285714285
10753,TAFT AVE, ,,0.0,0.0,0.0
517,BARRYMEADE DR, ,,,12.5,12.5
8986,PEACHTREE RD, ,,,0.0,0.0
2137,CHERRY ST, ,,,12.5,-10.0
10725,SYLVIA ST, ,,,11.11111111111111,11.11111111111111
5312,6 HIBBERT ST, ,,0.0,16.666666666666664,10.0
9217,PLEASANT ST, ,,,9.090909090909092,9.090909090909092
9709,ROBINSON RD (WOBURN), ,,,9.090909090909092,9.090909090909092
12157,WOBURN ST, ,,,7.6923076923076925,7.6923076923076925
11749,WEBB ST, ,,0.0,9.090909090909092,7.142857142857142
9110,28 PHILEMON ST, ,,,15.384615384615385,15.384615384615385
5204,HAYDEN AVE, ,,,14.285714285714285,14.285714285714285
6247,LEONARD RD, ,,,7.142857142857142,7.142857142857142
2665,CRESCENT HILL AVE, ,,,13.333333333333334,13.333333333333334
1843,CAMBRIDGE/CONCORD, ,,,,
4198,FOLLEN RD, ,,,13.333333333333334,13.333333333333334
12352,WOOD ST, ,,,14.285714285714285,14.285714285714285
10688,SUNSET ST, ,,,13.333333333333334,13.333333333333334
10806,TARBELL AVE, ,,0.0,14.285714285714285,13.333333333333334
10686,SUNSET ST, ,,,13.333333333333334,13.333333333333334
5110,HARTWELL AVE, ,,,13.333333333333334,13.333333333333334
4507,GLEASON RD, ,,,6.666666666666667,6.666666666666667
6021,LACONIA ST, ,,,13.333333333333334,13.333333333333334
11108,VAILLE AVE, ,,,6.666666666666667,6.666666666666667
11355,WACHUSETT DR, ,,,6.25,6.25
6769,LOWELL ST, ,,,12.5,12.5
7278,MARRETT RD, ,,,12.5,12.5
12158,WOBURN ST, ,,,6.25,6.25
655,BEDFORD ST, ,,,13.333333333333334,13.333333333333334
10727,SYLVIA ST, ,,,13.333333333333334,13.333333333333334
8887,PATRICIA TER, ,,,13.333333333333334,13.333333333333334
650,BEDFORD ST, ,,,12.5,12.5
4192,FOLLEN RD, ,,,5.88235294117647,5.88235294117647
3218,EAST ST, ,,,12.5,12.5
6003,LACONIA ST, ,,,12.5,12.5
1603,BUCKMAN DR, ,,,5.88235294117647,5.88235294117647
3219,EAST ST, ,,,12.5,12.5
326,ARCOLA ST, ,,,11.76470588235294,11.76470588235294
3324,EDNA ST, ,,,11.76470588235294,11.76470588235294
3002,DOWNING RD, ,,,11.76470588235294,11.76470588235294
10685,SUNSET ST, ,,,11.11111111111111,11.11111111111111
5593,HOMESTEAD ST, ,,,11.76470588235294,11.76470588235294
5594,HOMESTEAD ST, ,,,11.76470588235294,11.76470588235294
2661,CRESCENT HILL AVE, ,,,11.76470588235294,11.76470588235294
2326,COLONIAL AVE, ,,,11.11111111111111,11.11111111111111
8992,PEACOCK FARM RD, ,,,-4.545454545454546,-4.545454545454546
4326,FOTTLER AVE, ,,,11.11111111111111,11.11111111111111
9108,PHILEMON ST, ,,,11.76470588235294,11.76470588235294
11831,WESTMINSTER AVE, ,,,11.76470588235294,11.76470588235294
4337,FOTTLER AVE, ,,,11.11111111111111,11.11111111111111
9271,PONYBROOK LN, ,,,11.76470588235294,11.76470588235294
9711,ROBINSON RD (WOBURN), ,,,11.76470588235294,11.76470588235294
662,BEDFORD ST, ,,,11.11111111111111,11.11111111111111
3840,FAIRBANKS RD, ,,,5.263157894736842,5.263157894736842
2005,CEDAR ST, ,,,5.263157894736842,5.263157894736842
663,BEDFORD ST, ,,,11.11111111111111,11.11111111111111
2273,CLIFFE AVE, ,,,11.11111111111111,11.11111111111111
2875,DEXTER RD, ,,0.0,8.333333333333332,5.263157894736842
7471,19 MARVIN ST, ,,0.0,6.25,5.263157894736842
692,BEDFORD ST, ,,,11.11111111111111,11.11111111111111
11111,VAILLE AVE, ,,,11.11111111111111,11.11111111111111
4969,HANCOCK ST, ,,,11.11111111111111,11.11111111111111
1080,BERNARD ST, ,,,11.11111111111111,11.11111111111111
5387,HICKORY ST, ,,,10.526315789473683,10.526315789473683
3101,EARL ST, ,,,10.526315789473683,10.526315789473683
1636,BURLINGTON ST, ,,,10.526315789473683,10.526315789473683
6244,LEIGHTON  AVE, ,,,10.526315789473683,10.526315789473683
457,BANKS AVE, ,,,10.526315789473683,10.526315789473683
5414,HICKORY ST, ,,,10.526315789473683,10.526315789473683
10805,TARBELL AVE, ,,0.0,11.11111111111111,10.526315789473683
2090,CHARLES ST, ,,,10.526315789473683,10.526315789473683
10313,SMITH FARM LN, ,,,10.526315789473683,10.526315789473683
9825,RUMFORD RD, ,,,10.526315789473683,10.526315789473683
9722,ROBINSON RD (WOBURN), ,,,10.526315789473683,10.526315789473683
2377,CONCORD AVE, ,VO,,10.526315789473683,10.526315789473683
1457,BRANDON ST, ,,,10.526315789473683,10.526315789473683
5762,JEAN RD, ,,,10.526315789473683,10.526315789473683
7522,MASSACHUSETTS AVE, ,,,10.526315789473683,10.526315789473683
7569,MASSACHUSETTS AVE, ,,,10.526315789473683,10.526315789473683
3097,EARL ST, ,,,10.526315789473683,10.526315789473683
673,BEDFORD ST, ,,,10.526315789473683,10.526315789473683
11148,VALLEY RD, ,,,10.526315789473683,10.526315789473683
5832,134 JOHNSON RD, ,,0.0,11.76470588235294,10.0
7546,MASSACHUSETTS AVE, ,,,10.0,10.0
9714,ROBINSON RD (WOBURN), ,,,10.526315789473683,10.526315789473683
12163,WOBURN ST, ,,,5.0,5.0
2270,CLIFFE AVE, ,,,10.0,10.0
9545,REED ST, ,,,10.0,10.0
8587,NORTH ST, ,,,10.0,10.0
3822,FAIRBANKS RD, ,,,10.0,10.0
8394,10 MUZZEY ST #17,Com Condo,MFO,0.0,,0.0
4728,GRASSLAND ST, ,,,10.0,10.0
9540,REED ST, ,,,10.0,10.0
4951,HAMPTON RD, ,,,10.0,10.0
8524,NORTH ST, ,,,10.0,10.0
2876,DEXTER RD, ,,,10.0,10.0
8387,10 MUZZEY ST #23,Com Condo,,0.0,,0.0
12016,WINCHESTER DR, ,,,10.0,10.0
11415,WALTHAM ST, ,,,9.523809523809524,9.523809523809524
9395,PRESTON RD, ,,,15.0,15.0
9507,REED ST, ,,,10.0,10.0
9390,PRESTON RD, ,,,10.0,10.0
6370,LINCOLN ST, ,,,9.523809523809524,9.523809523809524
11287,VINE BROOK RD, ,,,9.523809523809524,9.523809523809524
10040,SHADE ST, ,,,10.0,10.0
11990,WILLOW ST, ,,,10.0,10.0
6725,LOWELL ST, ,,,9.523809523809524,9.523809523809524
5537,HILLTOP AVE, ,,,10.0,10.0
152,ALBEMARLE AVE, ,,0.0,10.526315789473683,9.523809523809524
3296,EATON RD, ,,,10.0,10.0
10251,SIMONDS RD, ,,,10.0,10.0
11673,WARD ST, ,,,9.523809523809524,9.523809523809524
7142,MAPLE ST, ,,,14.285714285714285,14.285714285714285
8005,MCKEEVER DR, ,,,9.090909090909092,9.090909090909092
11162,VALLEY RD, ,,,9.523809523809524,9.523809523809524
5285,HAZEL RD, ,,,9.090909090909092,9.090909090909092
8526,NORTH ST, ,,,9.090909090909092,9.090909090909092
5271,HAYWARD AVE, ,,,0.0,0.0
4586,GRANDVIEW AVE, ,,,9.090909090909092,9.090909090909092
2324,COLONIAL AVE, ,,,0.0,0.0
1406,BOWKER ST, ,,,9.090909090909092,9.090909090909092
12019,WINCHESTER DR, ,,,9.090909090909092,9.090909090909092
5058,HARDING RD, ,,,9.523809523809524,9.523809523809524
11143,VALLEY RD, ,,,9.090909090909092,9.090909090909092
11624,WARD ST, ,,,9.523809523809524,9.523809523809524
7997,MAUREEN RD, ,,,9.090909090909092,9.090909090909092
9203,PLEASANT ST, ,,,8.695652173913043,8.695652173913043
2321,COLONIAL AVE, ,,,13.636363636363635,13.636363636363635
10687,SUNSET ST, ,,,13.636363636363635,13.636363636363635
8993,PEACOCK FARM RD, ,,0.0,0.0,0.0
1434,BRANDON ST, ,,,8.695652173913043,8.695652173913043
11422,WALTHAM ST, ,,,8.695652173913043,8.695652173913043
6737,LOWELL ST, ,,,8.695652173913043,8.695652173913043
7102,MAPLE ST, ,,,9.090909090909092,9.090909090909092
8704,OUTLOOK DR, ,,,8.695652173913043,8.695652173913043
660,BEDFORD ST, ,,,8.695652173913043,8.695652173913043
325,ARCOLA ST, ,,,9.090909090909092,9.090909090909092
7568,MASSACHUSETTS AVE, ,,,9.090909090909092,9.090909090909092
10684,SUNSET ST, ,,,13.636363636363635,13.636363636363635
7461,MARVIN ST, ,,,13.636363636363635,13.636363636363635
9416,PROSPECT HILL RD, ,,,9.090909090909092,9.090909090909092
8570,NORTH ST, ,,,8.695652173913043,8.695652173913043
9418,PROSPECT HILL RD, ,,,9.090909090909092,9.090909090909092
10699,SUZANNE RD, ,,,9.090909090909092,9.090909090909092
153,ALBEMARLE AVE, ,,,13.636363636363635,13.636363636363635
9704,ROBINSON RD (WOBURN), ,,,13.043478260869565,13.043478260869565
5510,HILLCREST AVE, ,,,13.043478260869565,13.043478260869565
10447,SPRING ST, ,,,8.695652173913043,8.695652173913043
1114,BERTWELL RD, ,,,8.695652173913043,8.695652173913043
1087,BERTWELL RD, ,,,8.695652173913043,8.695652173913043
9112,PHILIP RD, ,,,8.695652173913043,8.695652173913043
11429,WALTHAM ST, ,,,13.043478260869565,13.043478260869565
9653,RINDGE AVE, ,,,13.043478260869565,13.043478260869565
2465,CONCORD AVE, ,VO,,13.043478260869565,13.043478260869565
11353,WACHUSETT DR, ,,,8.695652173913043,8.695652173913043
10622,SUMMER ST, ,,,13.043478260869565,13.043478260869565
10170,SHERIDAN ST, ,,,8.333333333333332,8.333333333333332
8373,10 MUZZEY ST #22,Com Condo,MFO,0.0,,0.0
10172,SHERIDAN ST, ,,,8.695652173913043,8.695652173913043
3224,EAST ST, ,,,13.043478260869565,13.043478260869565
11368,WACHUSETT DR, ,,,8.695652173913043,8.695652173913043
10538,STAGE COACH RD, ,,,8.695652173913043,8.695652173913043
11618,WARD ST, ,,,8.695652173913043,8.695652173913043
7532,MASSACHUSETTS AVE, ,,,8.333333333333332,8.333333333333332
4476,GARFIELD ST, ,,,8.333333333333332,8.333333333333332
8532,16 NORTH ST, ,,,12.5,12.5
7459,MARVIN ST, ,,,8.333333333333332,8.333333333333332
9730,ROBINSON RD (WOBURN), ,,,8.333333333333332,8.333333333333332
9660,RINDGE AVE, ,,,8.333333333333332,8.333333333333332
3136,EARL ST, ,,,8.333333333333332,8.333333333333332
5418,HICKORY ST, ,,,8.333333333333332,8.333333333333332
3117,EARL ST, ,,,8.333333333333332,8.333333333333332
1649,BURLINGTON ST, ,,,8.333333333333332,8.333333333333332
3741,ESTABROOK RD, ,,,8.333333333333332,8.333333333333332
8561,22 NORTH ST, ,,,8.333333333333332,8.333333333333332
11240,VICTORY GARDEN WAY, ,,,8.0,8.0
7465,MARVIN ST, ,,,8.333333333333332,8.333333333333332
5610,HOMESTEAD ST, ,,,8.333333333333332,8.333333333333332
11428,WALTHAM ST, ,,,12.5,12.5
2327,COLONIAL AVE, ,,,12.5,12.5
11969,WILLIAMS RD, ,,,12.5,12.5
5404,HICKORY ST, ,,,8.333333333333332,8.333333333333332
1601,BUCKMAN DR, ,,,8.333333333333332,8.333333333333332
7456,MARVIN ST, ,,,8.333333333333332,8.333333333333332
10437,SPRING ST, ,,,8.333333333333332,8.333333333333332
8006,MCKEEVER DR, ,,,8.333333333333332,8.333333333333332
8011,MCKEEVER DR, ,,,12.5,12.5
5636,HUNT RD, ,,,8.333333333333332,8.333333333333332
11998,WILSON RD, ,,,12.5,12.5
189,ALLEN ST, ,,,8.333333333333332,8.333333333333332
7474,MARVIN ST, ,,,12.0,12.0
7468,MARVIN ST, ,,,12.0,12.0
7475,MARVIN ST, ,,,12.0,12.0
9706,ROBINSON RD (WOBURN), ,,,8.0,8.0
7476,MARVIN ST, ,,,12.0,12.0
1082,BERTWELL RD, ,,,8.0,8.0
7462,MARVIN ST, ,,,12.0,12.0
7458,MARVIN ST, ,,,12.0,12.0
12284,WOOD ST, ,,,8.0,8.0
7403,564 MARRETT RD, ,,,12.0,12.0
8379,10 MUZZEY ST #21,Com Condo,MFO,0.0,,0.0
1834,CAMBRIDGE/CONCORD, ,,,12.0,12.0
4745,GRASSLAND ST, ,,,12.0,12.0
2896,DEXTER RD, ,,,11.538461538461538,11.538461538461538
11286,VINE BROOK RD, ,,,12.0,12.0
6357,LINC COLE LN, ,,,26.257861635220124,-46.85638649900728
11853,WESTVIEW ST, ,,,11.538461538461538,11.538461538461538
8483,NORTH HANCOCK ST, ,,,7.6923076923076925,7.6923076923076925
6314,LILLIAN RD, ,,,7.6923076923076925,7.6923076923076925
8710,OUTLOOK DR, ,,,11.538461538461538,11.538461538461538
320,ARCOLA ST, ,,,11.538461538461538,11.538461538461538
321,ARCOLA ST, ,,,11.538461538461538,11.538461538461538
1999,CEDAR ST, ,,,0.0,0.0
8599,NORTON RD, ,,,12.0,12.0
8707,OUTLOOK DR, ,,,12.0,12.0
8529,NORTH ST, ,,,11.538461538461538,11.538461538461538
3285,EASTERN AVE, ,,,11.538461538461538,11.538461538461538
5963,KENDALL RD, ,,,12.0,12.0
10432,SPRING ST, ,,,7.6923076923076925,7.6923076923076925
10800,TARBELL AVE, ,,,12.0,12.0
3102,EARL ST, ,,,11.538461538461538,11.538461538461538
4834,GROVE ST, ,,,11.538461538461538,11.538461538461538
4502,GLEASON RD, ,,,11.538461538461538,11.538461538461538
12538,WYMAN RD, ,,,7.6923076923076925,7.6923076923076925
9202,PLEASANT ST, ,,,12.0,12.0
423,BALFOUR ST, ,,,11.538461538461538,11.538461538461538
9207,PLEASANT ST, ,,,7.6923076923076925,7.6923076923076925
7018,MAGNOLIA LN, ,,,7.6923076923076925,7.6923076923076925
1348,BOULDER RD, ,,,12.0,12.0
5742,JAMES ST, ,,,7.6923076923076925,7.6923076923076925
1831,CAMBRIDGE/CONCORD, ,,,12.0,12.0
3670,EMERSON RD, ,,,11.538461538461538,11.538461538461538
3849,FAIRBANKS RD, ,,,7.4074074074074066,7.4074074074074066
2318,COLONIAL AVE, ,,,11.538461538461538,11.538461538461538
3104,EARL ST, ,,,11.538461538461538,11.538461538461538
5962,KENDALL RD, ,,,11.538461538461538,11.538461538461538
3805,FAIR OAKS TER, ,,,7.4074074074074066,7.4074074074074066
11964,WILLIAMS RD, ,,,11.538461538461538,11.538461538461538
1532,BRIDLE PATH, ,,,,
8705,OUTLOOK DR, ,,,7.4074074074074066,7.4074074074074066
11645,WARD ST, ,,,7.4074074074074066,7.4074074074074066
8276,MORELAND AVE, ,,,11.538461538461538,11.538461538461538
2146,CHESTNUT LN, ,,,7.4074074074074066,7.4074074074074066
9642,RIDGE RD, ,,,7.4074074074074066,7.4074074074074066
9641,RIDGE RD, ,,,7.4074074074074066,7.4074074074074066
10068,SHADE ST, ,,,7.4074074074074066,7.4074074074074066
11354,WACHUSETT DR, ,,,11.538461538461538,11.538461538461538
11352,WACHUSETT DR, ,,,11.538461538461538,11.538461538461538
2844,DEWEY RD, ,,,11.538461538461538,11.538461538461538
9393,PRESTON RD, ,,,11.538461538461538,11.538461538461538
7454,MARVIN ST, ,,,7.4074074074074066,7.4074074074074066
11332,VOLUNTEER WAY, ,,,7.4074074074074066,7.4074074074074066
2880,DEXTER RD, ,,,11.538461538461538,11.538461538461538
151,ALBEMARLE AVE, ,,0.0,13.043478260869565,11.11111111111111
10549,STEDMAN RD, ,,,11.538461538461538,11.538461538461538
8712,OUTLOOK DR, ,,,7.4074074074074066,7.4074074074074066
11278,VINE BROOK RD, ,,,11.538461538461538,11.538461538461538
11273,VINE BROOK RD, ,,,7.4074074074074066,7.4074074074074066
8481,NORTH HANCOCK ST, ,,,7.4074074074074066,7.4074074074074066
7141,MAPLE ST, ,,,7.4074074074074066,7.4074074074074066
7113,MAPLE ST, ,,,7.4074074074074066,7.4074074074074066
4599,GRANDVIEW AVE, ,,,11.538461538461538,11.538461538461538
12155,WOBURN ST, ,,,11.538461538461538,11.538461538461538
9391,PRESTON RD, ,,,7.4074074074074066,7.4074074074074066
2178,CHURCHILL LN, ,,,11.538461538461538,11.538461538461538
6783,LOWELL ST, ,,,11.538461538461538,11.538461538461538
12071,WINSHIP RD, ,,,7.4074074074074066,7.4074074074074066
8991,PEACOCK FARM RD, ,,,7.4074074074074066,7.4074074074074066
7473,MARVIN ST, ,,,7.4074074074074066,7.4074074074074066
10230,SIMONDS RD, ,,,11.538461538461538,11.538461538461538
7469,MARVIN ST, ,,,7.4074074074074066,7.4074074074074066
12011,WINCHESTER DR, ,,,7.4074074074074066,7.4074074074074066
3294,EATON RD, ,,,7.4074074074074066,7.4074074074074066
10265,SKYVIEW RD, ,,,11.538461538461538,11.538461538461538
7109,MAPLE ST, ,,,7.142857142857142,7.142857142857142
8679,OAKMOUNT CIR, ,,,7.142857142857142,7.142857142857142
10041,SHADE ST, ,,,11.11111111111111,11.11111111111111
1188,BLAKE RD, ,,,11.11111111111111,11.11111111111111
659,BEDFORD ST, ,,,11.11111111111111,11.11111111111111
8694,OPI CIR, ,,,11.11111111111111,11.11111111111111
5820,JOHN POULTER RD, ,,,11.11111111111111,11.11111111111111
634,BATTLE GREEN RD, ,,,11.11111111111111,11.11111111111111
10599,STRATHAM RD, ,,,7.142857142857142,7.142857142857142
11737,WEBB ST, ,,,11.11111111111111,11.11111111111111
3094,EARL ST, ,,,11.11111111111111,11.11111111111111
4194,FOLLEN RD, ,,,11.11111111111111,11.11111111111111
7457,MARVIN ST, ,,,11.11111111111111,11.11111111111111
7460,MARVIN ST, ,,,7.142857142857142,7.142857142857142
3096,EARL ST, ,,,7.142857142857142,7.142857142857142
11181,VALLEYFIELD ST, ,,,11.11111111111111,11.11111111111111
3302,EATON RD, ,,,11.11111111111111,11.11111111111111
7463,MARVIN ST, ,,,11.11111111111111,11.11111111111111
5113,128 HARTWELL AVE, ,,,10.714285714285714,10.714285714285714
7452,MARVIN ST, ,,,10.714285714285714,10.714285714285714
10596,STRATHAM RD, ,,,10.714285714285714,10.714285714285714
10594,STRATHAM RD, ,,,10.714285714285714,10.714285714285714
2845,DEWEY RD, ,,,10.714285714285714,10.714285714285714
7477,MARVIN ST, ,,,10.714285714285714,10.714285714285714
2376,CONCORD AVE, ,VO,,10.714285714285714,10.714285714285714
11184,VALLEYFIELD ST, ,,,10.714285714285714,10.714285714285714
1321,BLUEBERRY LN, ,,,6.896551724137931,6.896551724137931
11671,WARD ST, ,,,7.142857142857142,7.142857142857142
2322,COLONIAL AVE, ,,,10.714285714285714,10.714285714285714
1132,BICENTENNIAL DR, ,,,10.714285714285714,10.714285714285714
7470,MARVIN ST, ,,,10.714285714285714,10.714285714285714
2969,DOUGLAS RD, ,,,10.714285714285714,10.714285714285714
2280,CLIFFE AVE, ,,,7.142857142857142,7.142857142857142
8575,NORTH ST, ,,,10.714285714285714,10.714285714285714
3919,FARM RD, ,,,7.142857142857142,7.142857142857142
6758,LOWELL ST, ,,,10.714285714285714,10.714285714285714
3788,FAIR OAKS DR, ,,,10.714285714285714,10.714285714285714
12354,WOODBERRY RD, ,,,10.714285714285714,10.714285714285714
233,ANGIER RD, ,,,7.142857142857142,7.142857142857142
5814,JOHN POULTER RD, ,,,10.714285714285714,10.714285714285714
999,BEECH TREE LN, ,,,34.2143906020558,34.2143906020558
505,BARRETT RD, ,,,10.344827586206897,10.344827586206897
11722,WEBB ST, ,,,10.344827586206897,10.344827586206897
7206,MARRETT RD, ,,,6.666666666666667,6.666666666666667
11622,WARD ST, ,,0.0,8.333333333333332,6.666666666666667
5924,KENDALL RD, ,,,10.344827586206897,10.344827586206897
9275,PONYBROOK LN, ,,,10.344827586206897,10.344827586206897
4389,FREEMONT ST, ,,,6.896551724137931,6.896551724137931
8890,PATRICIA TER, ,,,10.344827586206897,10.344827586206897
5985,KING ST, ,,,10.344827586206897,10.344827586206897
11271,VINE BROOK RD, ,,,10.344827586206897,10.344827586206897
1414,BOWMAN ST, ,,,10.344827586206897,10.344827586206897
4734,GRASSLAND ST, ,,,10.344827586206897,10.344827586206897
6622,LOCUST AVE, ,,,10.344827586206897,10.344827586206897
9581,REVERE ST, ,,,6.896551724137931,6.896551724137931
6055,LANTERN LN, ,,,10.0,10.0
7147,MAPLE ST, ,,,10.0,10.0
6371,LINCOLN ST, ,,,10.0,10.0
5905,KAY TIFFANY WAY, ,,,10.0,10.0
6373,LINCOLN ST, ,,,10.0,10.0
2847,DEWEY RD, ,,,10.0,10.0
9899,SANDERSON RD, ,,,10.0,10.0
5296,HERITAGE DR, ,,,10.0,10.0
11211,VALLEYFIELD ST, ,,,10.0,10.0
5118,HARTWELL AVE, ,,,10.344827586206897,10.344827586206897
4649,GRANT ST, ,,,10.344827586206897,10.344827586206897
5908,KEELER FARM WAY, ,,,10.0,10.0
7382,594 MARRETT RD #5,Com Condo,,0.0,,0.0
11274,VINE BROOK RD, ,,,6.666666666666667,6.666666666666667
6064,LANTERN LN, ,,,10.0,10.0
11887,WHIPPLE RD, ,,,10.0,10.0
12063,WINGATE RD, ,,,10.344827586206897,10.344827586206897
7453,MARVIN ST, ,,,10.0,10.0
6067,LANTERN LN, ,,,10.0,10.0
12068,WINSHIP RD, ,,,10.0,10.0
2523,CONSTITUTION RD, ,,,10.0,10.0
7455,MARVIN ST, ,,,10.0,10.0
11272,VINE BROOK RD, ,,,6.666666666666667,6.666666666666667
10042,SHADE ST, ,,,10.0,10.0
9505,REED ST, ,,,6.666666666666667,6.666666666666667
1948,CARY AVE, ,,,10.0,10.0
12161,WOBURN ST, ,,,10.0,10.0
9066,PERCY RD, ,,,10.0,10.0
10609,SULLIVAN ST, ,,,9.67741935483871,9.67741935483871
12169,WOBURN ST, ,,,9.67741935483871,9.67741935483871
9896,SANDERSON RD, ,,,10.0,10.0
1355,BOW ST, ,,,13.333333333333334,13.333333333333334
1956,CARY AVE, ,,,9.67741935483871,9.67741935483871
6807,LOWELL ST, ,,,9.67741935483871,9.67741935483871
3374,ELIOT RD, ,,,9.67741935483871,9.67741935483871
6001,LACONIA ST, ,,,-94.22750424448218,-94.22750424448218
2174,CHURCHILL LN, ,,,13.333333333333334,13.333333333333334
1428,BOXWOOD LN, ,,,9.67741935483871,9.67741935483871
11681,WARREN ST, ,,,10.0,10.0
2456,CONCORD AVE, ,VO,,9.67741935483871,9.67741935483871
7286,MARRETT RD, ,,,9.67741935483871,9.67741935483871
4540,GLEN RD S, ,,,9.375,9.375
11423,WALTHAM ST, ,,,9.375,9.375
8231,MOON HILL RD, ,,,9.67741935483871,9.67741935483871
11215,VALLEYFIELD ST, ,,,9.375,9.375
9640,RIDGE RD, ,,,9.375,9.375
11096,UTICA ST, ,,,9.375,9.375
5718,IVAN ST, ,,,9.375,9.375
8007,MCKEEVER DR, ,,,9.67741935483871,9.67741935483871
6186,LEDGELAWN AVE, ,,,9.375,9.375
8102,MIDDLE ST, ,,,9.375,9.375
5206,HAYDEN AVE, ,,,9.67741935483871,9.67741935483871
1324,BLUEBERRY LN, ,,,9.375,9.375
6089,LEDGELAWN AVE, ,,,9.375,9.375
4547,GLEN RD S, ,,,9.375,9.375
12070,WINSHIP RD, ,,,9.67741935483871,9.67741935483871
8404,MYRNA RD, ,,,9.375,9.375
6245,LEONARD RD, ,,,9.090909090909092,9.090909090909092
8230,MOON HILL RD, ,,,9.090909090909092,9.090909090909092
12592,YOUNG ST, ,,,9.090909090909092,9.090909090909092
6366,LINCOLN ST, ,,,9.090909090909092,9.090909090909092
11725,WEBB ST, ,,,9.090909090909092,9.090909090909092
11845,WESTVIEW ST, ,,,9.090909090909092,9.090909090909092
5911,KEELER FARM WAY, ,,,9.090909090909092,9.090909090909092
8234,MOON HILL RD, ,,,8.823529411764707,8.823529411764707
1848,CAMBRIDGE/CONCORD, ,,,8.823529411764707,8.823529411764707
5900,JUSTIN ST, ,,,8.823529411764707,8.823529411764707
10939,TROTTING HORSE DR, ,,,8.823529411764707,8.823529411764707
9853,RYDER LN, ,,,8.823529411764707,8.823529411764707
9651,42 RIDGE RD, ,,,27.586206896551722,27.586206896551722
11301,VINE ST, ,,,8.823529411764707,8.823529411764707
10597,STRATHAM RD, ,,,8.823529411764707,8.823529411764707
12281,WOOD ST, ,,,8.823529411764707,8.823529411764707
8579,20 NORTH ST,Residential,,,9.090909090909092,-25.0
8369,10 MUZZEY ST #14,Com Condo,MFO,0.0,,0.0
9645,40 RIDGE RD, ,,,26.666666666666668,26.666666666666668
8673,OAKMOUNT CIR, ,,,8.571428571428571,8.571428571428571
10046,SHADE ST, ,,,8.333333333333332,8.333333333333332
7182,MARRETT RD, ,,,5.405405405405405,5.405405405405405
393,BACON ST, ,,,8.333333333333332,8.333333333333332
7383,594 MARRETT RD #18,Com Condo,,7.6923076923076925,,7.6923076923076925
1837,CAMBRIDGE/CONCORD, ,,,11.428571428571429,11.428571428571429
9205,PLEASANT ST, ,,,5.128205128205128,5.128205128205128
5111,HARTWELL AVE, ,,,7.6923076923076925,7.6923076923076925
6585,LITCHFIELD RD, ,,,10.81081081081081,10.81081081081081
8362,10 MUZZEY ST #18,Com Condo,MFO,0.0,,0.0
7376,594 MARRETT RD #8,Com Condo,,9.75609756097561,,9.75609756097561
7023,MAGUIRE RD, ,,,7.5,7.5
12414,59 WOODLAND RD (BEDFORD), ,,1700.0,32.142857142857146,143.33333333333334
6766,52 LOWELL ST, ,,0.0,0.0,0.0
2241,16 CLARKE ST #2,Com Condo,,-9.433962264150944,,-9.433962264150944
7388,594 MARRETT RD #17,Com Condo,,8.88888888888889,,8.88888888888889
3148,EARL ST,Residential,,,8.333333333333332,91.66666666666666
8576,30 NORTH ST,Residential,,,7.894736842105263,73.07692307692307
7406,594 MARRETT RD #6,Com Condo,,10.869565217391305,,10.869565217391305
10043,SHADE ST, ,,,9.523809523809524,9.523809523809524
2228,16 CLARKE ST #3,Com Condo,,-8.928571428571429,,-8.928571428571429
10433,SPRING ST, ,,,9.090909090909092,9.090909090909092
12393,WOODLAND RD (BEDFORD), ,,,70.96774193548387,70.96774193548387
2000,CEDAR ST, ,,,6.382978723404255,6.382978723404255
7707,1049 MASSACHUSETTS AVE, ,,,10.869565217391305,10.869565217391305
8368,10 MUZZEY ST #15,Com Condo,MFO,0.0,,0.0
8086,9 MERIAM ST #7,Com Condo,,0.0,,0.0
7502,MASSACHUSETTS AVE, ,,,5.454545454545454,5.454545454545454
