,Location,Building Model,Overlay District,Improvements,Land,Total
3757,9-11 EVERGREEN LN (ARLINGTON), ,,,,
10726,SYLVIA ST, ,,,,
633,BATTLE GREEN RD, ,,,,
11441,27 WALTHAM ST,Commercial,MFO,,,
11095,UTICA ST, ,,,0.0,0.0
3756,17 EVERGREEN LN (ARLINGTON), ,,,0.0,0.0
9787,ROOSEVELT RD, ,,,0.0,0.0
8419,NICKERSON RD, ,,,50.0,50.0
6721,LOWELL ST, ,,,0.0,0.0
1847,CAMBRIDGE/CONCORD, ,,,0.0,0.0
12459,WORTHEN RD, ,,,50.0,50.0
652,BEDFORD ST, ,,,0.0,0.0
6792,LOWELL ST, ,,,0.0,0.0
12287,WOOD ST, ,,,0.0,0.0
4828,GROVE ST, ,,,0.0,0.0
12413,WOODLAND RD (BEDFORD), ,,,0.0,0.0
8973,PEACHTREE RD, ,,,20.0,20.0
1832,CAMBRIDGE/CONCORD, ,,,0.0,0.0
7464,MARVIN ST, ,,,16.666666666666664,16.666666666666664
2407,1  CONCORD AVE, ,,,0.0,0.0
2766,DANIELS ST, ,,,12.5,12.5
8392,10 MUZZEY ST #19,Com Condo,MFO,0.0,,0.0
8360,10 MUZZEY ST #20,Com Condo,MFO,0.0,,0.0
6248,LEONARD RD, ,,,12.5,12.5
9705,ROBINSON RD (WOBURN), ,,,12.5,12.5
10753,TAFT AVE, ,,0.0,12.5,11.11111111111111
517,BARRYMEADE DR, ,,,11.11111111111111,11.11111111111111
8986,PEACHTREE RD, ,,,11.11111111111111,11.11111111111111
2137,CHERRY ST, ,,,11.11111111111111,11.11111111111111
10725,SYLVIA ST, ,,,10.0,10.0
5312,6 HIBBERT ST, ,,0.0,0.0,0.0
9217,PLEASANT ST, ,,,8.333333333333332,8.333333333333332
9709,ROBINSON RD (WOBURN), ,,,8.333333333333332,8.333333333333332
12157,WOBURN ST, ,,,14.285714285714285,14.285714285714285
11749,WEBB ST, ,,0.0,8.333333333333332,6.666666666666667
9110,28 PHILEMON ST, ,,,6.666666666666667,6.666666666666667
5204,HAYDEN AVE, ,,,6.25,6.25
6247,LEONARD RD, ,,,13.333333333333334,13.333333333333334
2665,CRESCENT HILL AVE, ,,,5.88235294117647,5.88235294117647
1843,CAMBRIDGE/CONCORD, ,,,,
4198,FOLLEN RD, ,,,5.88235294117647,5.88235294117647
12352,WOOD ST, ,,,12.5,12.5
10688,SUNSET ST, ,,,5.88235294117647,5.88235294117647
10806,TARBELL AVE, ,,0.0,6.25,5.88235294117647
10686,SUNSET ST, ,,,5.88235294117647,5.88235294117647
5110,HARTWELL AVE, ,,,5.88235294117647,5.88235294117647
4507,GLEASON RD, ,,,12.5,12.5
6021,LACONIA ST, ,,,5.88235294117647,5.88235294117647
11108,VAILLE AVE, ,,,12.5,12.5
11355,WACHUSETT DR, ,,,11.76470588235294,11.76470588235294
6769,LOWELL ST, ,,,5.555555555555555,5.555555555555555
7278,MARRETT RD, ,,,5.555555555555555,5.555555555555555
12158,WOBURN ST, ,,,11.76470588235294,11.76470588235294
655,BEDFORD ST, ,,,11.76470588235294,11.76470588235294
10727,SYLVIA ST, ,,,11.76470588235294,11.76470588235294
8887,PATRICIA TER, ,,,11.76470588235294,11.76470588235294
650,BEDFORD ST, ,,,5.555555555555555,5.555555555555555
4192,FOLLEN RD, ,,,11.11111111111111,11.11111111111111
3218,EAST ST, ,,,11.11111111111111,11.11111111111111
6003,LACONIA ST, ,,,11.11111111111111,11.11111111111111
1603,BUCKMAN DR, ,,,11.11111111111111,11.11111111111111
3219,EAST ST, ,,,11.11111111111111,11.11111111111111
326,ARCOLA ST, ,,,10.526315789473683,10.526315789473683
3324,EDNA ST, ,,,10.526315789473683,10.526315789473683
3002,DOWNING RD, ,,,10.526315789473683,10.526315789473683
10685,SUNSET ST, ,,,5.0,5.0
5593,HOMESTEAD ST, ,,,10.526315789473683,10.526315789473683
5594,HOMESTEAD ST, ,,,10.526315789473683,10.526315789473683
2661,CRESCENT HILL AVE, ,,,10.526315789473683,10.526315789473683
2326,COLONIAL AVE, ,,,5.0,5.0
8992,PEACOCK FARM RD, ,,,0.0,0.0
4326,FOTTLER AVE, ,,,5.0,5.0
9108,PHILEMON ST, ,,,10.526315789473683,10.526315789473683
11831,WESTMINSTER AVE, ,,,10.526315789473683,10.526315789473683
4337,FOTTLER AVE, ,,,5.0,5.0
9271,PONYBROOK LN, ,,,10.526315789473683,10.526315789473683
9711,ROBINSON RD (WOBURN), ,,,10.526315789473683,10.526315789473683
662,BEDFORD ST, ,,,10.0,10.0
3840,FAIRBANKS RD, ,,,10.0,10.0
2005,CEDAR ST, ,,,10.0,10.0
663,BEDFORD ST, ,,,10.0,10.0
2273,CLIFFE AVE, ,,,10.0,10.0
2875,DEXTER RD, ,,0.0,15.384615384615385,10.0
7471,19 MARVIN ST, ,,0.0,11.76470588235294,10.0
692,BEDFORD ST, ,,,10.0,10.0
11111,VAILLE AVE, ,,,10.0,10.0
4969,HANCOCK ST, ,,,10.0,10.0
1080,BERNARD ST, ,,,10.0,10.0
5387,HICKORY ST, ,,,9.523809523809524,9.523809523809524
3101,EARL ST, ,,,9.523809523809524,9.523809523809524
1636,BURLINGTON ST, ,,,9.523809523809524,9.523809523809524
6244,LEIGHTON  AVE, ,,,9.523809523809524,9.523809523809524
457,BANKS AVE, ,,,9.523809523809524,9.523809523809524
5414,HICKORY ST, ,,,9.523809523809524,9.523809523809524
10805,TARBELL AVE, ,,0.0,10.0,9.523809523809524
2090,CHARLES ST, ,,,9.523809523809524,9.523809523809524
10313,SMITH FARM LN, ,,,9.523809523809524,9.523809523809524
9825,RUMFORD RD, ,,,9.523809523809524,9.523809523809524
9722,ROBINSON RD (WOBURN), ,,,9.523809523809524,9.523809523809524
2377,CONCORD AVE, ,VO,,9.523809523809524,9.523809523809524
1457,BRANDON ST, ,,,9.523809523809524,9.523809523809524
5762,JEAN RD, ,,,9.523809523809524,9.523809523809524
7522,MASSACHUSETTS AVE, ,,,9.523809523809524,9.523809523809524
7569,MASSACHUSETTS AVE, ,,,9.523809523809524,9.523809523809524
3097,EARL ST, ,,,9.523809523809524,9.523809523809524
673,BEDFORD ST, ,,,9.523809523809524,9.523809523809524
11148,VALLEY RD, ,,,9.523809523809524,9.523809523809524
5832,134 JOHNSON RD, ,,0.0,10.526315789473683,9.090909090909092
7546,MASSACHUSETTS AVE, ,,,9.090909090909092,9.090909090909092
9714,ROBINSON RD (WOBURN), ,,,14.285714285714285,14.285714285714285
12163,WOBURN ST, ,,,14.285714285714285,14.285714285714285
2270,CLIFFE AVE, ,,,9.090909090909092,9.090909090909092
9545,REED ST, ,,,9.090909090909092,9.090909090909092
8587,NORTH ST, ,,,9.090909090909092,9.090909090909092
3822,FAIRBANKS RD, ,,,9.090909090909092,9.090909090909092
8394,10 MUZZEY ST #17,Com Condo,MFO,0.0,,0.0
4728,GRASSLAND ST, ,,,9.090909090909092,9.090909090909092
9540,REED ST, ,,,9.090909090909092,9.090909090909092
4951,HAMPTON RD, ,,,9.090909090909092,9.090909090909092
8524,NORTH ST, ,,,9.090909090909092,9.090909090909092
2876,DEXTER RD, ,,,9.090909090909092,9.090909090909092
8387,10 MUZZEY ST #23,Com Condo,,0.0,,0.0
12016,WINCHESTER DR, ,,,9.090909090909092,9.090909090909092
11415,WALTHAM ST, ,,,8.695652173913043,8.695652173913043
9395,PRESTON RD, ,,,8.695652173913043,8.695652173913043
9507,REED ST, ,,,13.636363636363635,13.636363636363635
9390,PRESTON RD, ,,,13.636363636363635,13.636363636363635
6370,LINCOLN ST, ,,,8.695652173913043,8.695652173913043
11287,VINE BROOK RD, ,,,8.695652173913043,8.695652173913043
10040,SHADE ST, ,,,13.636363636363635,13.636363636363635
11990,WILLOW ST, ,,,13.636363636363635,13.636363636363635
6725,LOWELL ST, ,,,8.695652173913043,8.695652173913043
5537,HILLTOP AVE, ,,,13.636363636363635,13.636363636363635
152,ALBEMARLE AVE, ,,0.0,9.523809523809524,8.695652173913043
3296,EATON RD, ,,,13.636363636363635,13.636363636363635
10251,SIMONDS RD, ,,,13.636363636363635,13.636363636363635
11673,WARD ST, ,,,13.043478260869565,13.043478260869565
7142,MAPLE ST, ,,,8.333333333333332,8.333333333333332
8005,MCKEEVER DR, ,,,8.333333333333332,8.333333333333332
11162,VALLEY RD, ,,,13.043478260869565,13.043478260869565
5285,HAZEL RD, ,,,8.333333333333332,8.333333333333332
8526,NORTH ST, ,,,8.333333333333332,8.333333333333332
5271,HAYWARD AVE, ,,,0.0,0.0
4586,GRANDVIEW AVE, ,,,8.333333333333332,8.333333333333332
2324,COLONIAL AVE, ,,,0.0,0.0
1406,BOWKER ST, ,,,8.333333333333332,8.333333333333332
12019,WINCHESTER DR, ,,,8.333333333333332,8.333333333333332
5058,HARDING RD, ,,,13.043478260869565,13.043478260869565
11143,VALLEY RD, ,,,8.333333333333332,8.333333333333332
11624,WARD ST, ,,,13.043478260869565,13.043478260869565
7997,MAUREEN RD, ,,,8.333333333333332,8.333333333333332
9203,PLEASANT ST, ,,,8.0,8.0
2321,COLONIAL AVE, ,,,8.0,8.0
10687,SUNSET ST, ,,,8.0,8.0
8993,PEACOCK FARM RD, ,,0.0,0.0,0.0
1434,BRANDON ST, ,,,8.0,8.0
11422,WALTHAM ST, ,,,8.0,8.0
6737,LOWELL ST, ,,,8.0,8.0
7102,MAPLE ST, ,,,12.5,12.5
8704,OUTLOOK DR, ,,,8.0,8.0
660,BEDFORD ST, ,,,8.0,8.0
325,ARCOLA ST, ,,,12.5,12.5
7568,MASSACHUSETTS AVE, ,,,12.5,12.5
10684,SUNSET ST, ,,,8.0,8.0
7461,MARVIN ST, ,,,8.0,8.0
9416,PROSPECT HILL RD, ,,,12.5,12.5
8570,NORTH ST, ,,,8.0,8.0
9418,PROSPECT HILL RD, ,,,12.5,12.5
10699,SUZANNE RD, ,,,12.5,12.5
153,ALBEMARLE AVE, ,,,8.0,8.0
9704,ROBINSON RD (WOBURN), ,,,7.6923076923076925,7.6923076923076925
5510,HILLCREST AVE, ,,,7.6923076923076925,7.6923076923076925
10447,SPRING ST, ,,,12.0,12.0
1114,BERTWELL RD, ,,,12.0,12.0
1087,BERTWELL RD, ,,,12.0,12.0
9112,PHILIP RD, ,,,12.0,12.0
11429,WALTHAM ST, ,,,7.6923076923076925,7.6923076923076925
9653,RINDGE AVE, ,,,7.6923076923076925,7.6923076923076925
2465,CONCORD AVE, ,VO,,7.6923076923076925,7.6923076923076925
11353,WACHUSETT DR, ,,,12.0,12.0
10622,SUMMER ST, ,,,7.6923076923076925,7.6923076923076925
10170,SHERIDAN ST, ,,,7.6923076923076925,7.6923076923076925
8373,10 MUZZEY ST #22,Com Condo,MFO,0.0,,0.0
10172,SHERIDAN ST, ,,,12.0,12.0
3224,EAST ST, ,,,7.6923076923076925,7.6923076923076925
11368,WACHUSETT DR, ,,,12.0,12.0
10538,STAGE COACH RD, ,,,12.0,12.0
11618,WARD ST, ,,,12.0,12.0
7532,MASSACHUSETTS AVE, ,,,11.538461538461538,11.538461538461538
4476,GARFIELD ST, ,,,11.538461538461538,11.538461538461538
8532,16 NORTH ST, ,,,7.4074074074074066,7.4074074074074066
7459,MARVIN ST, ,,,11.538461538461538,11.538461538461538
9730,ROBINSON RD (WOBURN), ,,,11.538461538461538,11.538461538461538
9660,RINDGE AVE, ,,,11.538461538461538,11.538461538461538
3136,EARL ST, ,,,11.538461538461538,11.538461538461538
5418,HICKORY ST, ,,,11.538461538461538,11.538461538461538
3117,EARL ST, ,,,11.538461538461538,11.538461538461538
1649,BURLINGTON ST, ,,,11.538461538461538,11.538461538461538
3741,ESTABROOK RD, ,,,11.538461538461538,11.538461538461538
8561,22 NORTH ST, ,,,11.538461538461538,11.538461538461538
11240,VICTORY GARDEN WAY, ,,,7.4074074074074066,7.4074074074074066
7465,MARVIN ST, ,,,11.538461538461538,11.538461538461538
5610,HOMESTEAD ST, ,,,11.538461538461538,11.538461538461538
11428,WALTHAM ST, ,,,7.4074074074074066,7.4074074074074066
2327,COLONIAL AVE, ,,,7.4074074074074066,7.4074074074074066
11969,WILLIAMS RD, ,,,7.4074074074074066,7.4074074074074066
5404,HICKORY ST, ,,,11.538461538461538,11.538461538461538
1601,BUCKMAN DR, ,,,11.538461538461538,11.538461538461538
7456,MARVIN ST, ,,,11.538461538461538,11.538461538461538
10437,SPRING ST, ,,,11.538461538461538,11.538461538461538
8006,MCKEEVER DR, ,,,11.538461538461538,11.538461538461538
8011,MCKEEVER DR, ,,,7.4074074074074066,7.4074074074074066
5636,HUNT RD, ,,,11.538461538461538,11.538461538461538
11998,WILSON RD, ,,,7.4074074074074066,7.4074074074074066
189,ALLEN ST, ,,,11.538461538461538,11.538461538461538
7474,MARVIN ST, ,,,7.142857142857142,7.142857142857142
7468,MARVIN ST, ,,,7.142857142857142,7.142857142857142
7475,MARVIN ST, ,,,7.142857142857142,7.142857142857142
9706,ROBINSON RD (WOBURN), ,,,11.11111111111111,11.11111111111111
7476,MARVIN ST, ,,,7.142857142857142,7.142857142857142
1082,BERTWELL RD, ,,,11.11111111111111,11.11111111111111
7462,MARVIN ST, ,,,7.142857142857142,7.142857142857142
7458,MARVIN ST, ,,,7.142857142857142,7.142857142857142
12284,WOOD ST, ,,,11.11111111111111,11.11111111111111
7403,564 MARRETT RD, ,,,7.142857142857142,7.142857142857142
8379,10 MUZZEY ST #21,Com Condo,MFO,0.0,,0.0
1834,CAMBRIDGE/CONCORD, ,,,10.714285714285714,10.714285714285714
4745,GRASSLAND ST, ,,,10.714285714285714,10.714285714285714
2896,DEXTER RD, ,,,6.896551724137931,6.896551724137931
11286,VINE BROOK RD, ,,,10.714285714285714,10.714285714285714
6357,LINC COLE LN, ,,,-96.13947696139476,-96.13947696139476
11853,WESTVIEW ST, ,,,6.896551724137931,6.896551724137931
8483,NORTH HANCOCK ST, ,,,10.714285714285714,10.714285714285714
6314,LILLIAN RD, ,,,10.714285714285714,10.714285714285714
8710,OUTLOOK DR, ,,,6.896551724137931,6.896551724137931
320,ARCOLA ST, ,,,6.896551724137931,6.896551724137931
321,ARCOLA ST, ,,,6.896551724137931,6.896551724137931
1999,CEDAR ST, ,,,0.0,0.0
8599,NORTON RD, ,,,10.714285714285714,10.714285714285714
8707,OUTLOOK DR, ,,,10.714285714285714,10.714285714285714
8529,NORTH ST, ,,,6.896551724137931,6.896551724137931
3285,EASTERN AVE, ,,,6.896551724137931,6.896551724137931
5963,KENDALL RD, ,,,10.714285714285714,10.714285714285714
10432,SPRING ST, ,,,10.714285714285714,10.714285714285714
10800,TARBELL AVE, ,,,10.714285714285714,10.714285714285714
3102,EARL ST, ,,,6.896551724137931,6.896551724137931
4834,GROVE ST, ,,,6.896551724137931,6.896551724137931
4502,GLEASON RD, ,,,6.896551724137931,6.896551724137931
12538,WYMAN RD, ,,,10.714285714285714,10.714285714285714
9202,PLEASANT ST, ,,,10.714285714285714,10.714285714285714
423,BALFOUR ST, ,,,6.896551724137931,6.896551724137931
9207,PLEASANT ST, ,,,10.714285714285714,10.714285714285714
7018,MAGNOLIA LN, ,,,10.714285714285714,10.714285714285714
1348,BOULDER RD, ,,,10.714285714285714,10.714285714285714
5742,JAMES ST, ,,,10.714285714285714,10.714285714285714
1831,CAMBRIDGE/CONCORD, ,,,10.714285714285714,10.714285714285714
3670,EMERSON RD, ,,,10.344827586206897,10.344827586206897
3849,FAIRBANKS RD, ,,,10.344827586206897,10.344827586206897
2318,COLONIAL AVE, ,,,10.344827586206897,10.344827586206897
3104,EARL ST, ,,,10.344827586206897,10.344827586206897
5962,KENDALL RD, ,,,10.344827586206897,10.344827586206897
3805,FAIR OAKS TER, ,,,10.344827586206897,10.344827586206897
11964,WILLIAMS RD, ,,,10.344827586206897,10.344827586206897
1532,BRIDLE PATH, ,,,,
8705,OUTLOOK DR, ,,,10.344827586206897,10.344827586206897
11645,WARD ST, ,,,10.344827586206897,10.344827586206897
8276,MORELAND AVE, ,,,10.344827586206897,10.344827586206897
2146,CHESTNUT LN, ,,,10.344827586206897,10.344827586206897
9642,RIDGE RD, ,,,10.344827586206897,10.344827586206897
9641,RIDGE RD, ,,,10.344827586206897,10.344827586206897
10068,SHADE ST, ,,,10.344827586206897,10.344827586206897
11354,WACHUSETT DR, ,,,10.344827586206897,10.344827586206897
11352,WACHUSETT DR, ,,,10.344827586206897,10.344827586206897
2844,DEWEY RD, ,,,10.344827586206897,10.344827586206897
9393,PRESTON RD, ,,,10.344827586206897,10.344827586206897
7454,MARVIN ST, ,,,10.344827586206897,10.344827586206897
11332,VOLUNTEER WAY, ,,,10.344827586206897,10.344827586206897
2880,DEXTER RD, ,,,10.344827586206897,10.344827586206897
151,ALBEMARLE AVE, ,,0.0,7.6923076923076925,6.666666666666667
10549,STEDMAN RD, ,,,10.344827586206897,10.344827586206897
8712,OUTLOOK DR, ,,,10.344827586206897,10.344827586206897
11278,VINE BROOK RD, ,,,10.344827586206897,10.344827586206897
11273,VINE BROOK RD, ,,,10.344827586206897,10.344827586206897
8481,NORTH HANCOCK ST, ,,,10.344827586206897,10.344827586206897
7141,MAPLE ST, ,,,10.344827586206897,10.344827586206897
7113,MAPLE ST, ,,,10.344827586206897,10.344827586206897
4599,GRANDVIEW AVE, ,,,10.344827586206897,10.344827586206897
12155,WOBURN ST, ,,,10.344827586206897,10.344827586206897
9391,PRESTON RD, ,,,10.344827586206897,10.344827586206897
2178,CHURCHILL LN, ,,,10.344827586206897,10.344827586206897
6783,LOWELL ST, ,,,10.344827586206897,10.344827586206897
12071,WINSHIP RD, ,,,10.344827586206897,10.344827586206897
8991,PEACOCK FARM RD, ,,,10.344827586206897,10.344827586206897
7473,MARVIN ST, ,,,10.344827586206897,10.344827586206897
10230,SIMONDS RD, ,,,10.344827586206897,10.344827586206897
7469,MARVIN ST, ,,,10.344827586206897,10.344827586206897
12011,WINCHESTER DR, ,,,10.344827586206897,10.344827586206897
3294,EATON RD, ,,,10.344827586206897,10.344827586206897
10265,SKYVIEW RD, ,,,10.344827586206897,10.344827586206897
7109,MAPLE ST, ,,,10.0,10.0
8679,OAKMOUNT CIR, ,,,10.0,10.0
10041,SHADE ST, ,,,10.0,10.0
1188,BLAKE RD, ,,,10.0,10.0
659,BEDFORD ST, ,,,10.0,10.0
8694,OPI CIR, ,,,10.0,10.0
5820,JOHN POULTER RD, ,,,10.0,10.0
634,BATTLE GREEN RD, ,,,10.0,10.0
10599,STRATHAM RD, ,,,10.0,10.0
11737,WEBB ST, ,,,10.0,10.0
3094,EARL ST, ,,,10.0,10.0
4194,FOLLEN RD, ,,,10.0,10.0
7457,MARVIN ST, ,,,10.0,10.0
7460,MARVIN ST, ,,,10.0,10.0
3096,EARL ST, ,,,10.0,10.0
11181,VALLEYFIELD ST, ,,,10.0,10.0
3302,EATON RD, ,,,10.0,10.0
7463,MARVIN ST, ,,,10.0,10.0
5113,128 HARTWELL AVE, ,,,9.67741935483871,9.67741935483871
7452,MARVIN ST, ,,,9.67741935483871,9.67741935483871
10596,STRATHAM RD, ,,,9.67741935483871,9.67741935483871
10594,STRATHAM RD, ,,,9.67741935483871,9.67741935483871
2845,DEWEY RD, ,,,9.67741935483871,9.67741935483871
7477,MARVIN ST, ,,,9.67741935483871,9.67741935483871
2376,CONCORD AVE, ,VO,,9.67741935483871,9.67741935483871
11184,VALLEYFIELD ST, ,,,9.67741935483871,9.67741935483871
1321,BLUEBERRY LN, ,,,9.67741935483871,9.67741935483871
11671,WARD ST, ,,,13.333333333333334,13.333333333333334
2322,COLONIAL AVE, ,,,9.67741935483871,9.67741935483871
1132,BICENTENNIAL DR, ,,,9.67741935483871,9.67741935483871
7470,MARVIN ST, ,,,9.67741935483871,9.67741935483871
2969,DOUGLAS RD, ,,,9.67741935483871,9.67741935483871
2280,CLIFFE AVE, ,,,13.333333333333334,13.333333333333334
8575,NORTH ST, ,,,9.67741935483871,9.67741935483871
3919,FARM RD, ,,,13.333333333333334,13.333333333333334
6758,LOWELL ST, ,,,9.67741935483871,9.67741935483871
3788,FAIR OAKS DR, ,,,9.67741935483871,9.67741935483871
12354,WOODBERRY RD, ,,,9.67741935483871,9.67741935483871
233,ANGIER RD, ,,,13.333333333333334,13.333333333333334
5814,JOHN POULTER RD, ,,,9.67741935483871,9.67741935483871
999,BEECH TREE LN, ,,,-96.1706783369803,-96.1706783369803
505,BARRETT RD, ,,,9.375,9.375
11722,WEBB ST, ,,,9.375,9.375
7206,MARRETT RD, ,,,9.375,9.375
11622,WARD ST, ,,0.0,11.538461538461538,9.375
5924,KENDALL RD, ,,,9.375,9.375
9275,PONYBROOK LN, ,,,9.375,9.375
4389,FREEMONT ST, ,,,12.903225806451612,12.903225806451612
8890,PATRICIA TER, ,,,9.375,9.375
5985,KING ST, ,,,9.375,9.375
11271,VINE BROOK RD, ,,,9.375,9.375
1414,BOWMAN ST, ,,,9.375,9.375
4734,GRASSLAND ST, ,,,9.375,9.375
6622,LOCUST AVE, ,,,9.375,9.375
9581,REVERE ST, ,,,12.903225806451612,12.903225806451612
6055,LANTERN LN, ,,,9.090909090909092,9.090909090909092
7147,MAPLE ST, ,,,9.090909090909092,9.090909090909092
6371,LINCOLN ST, ,,,9.090909090909092,9.090909090909092
5905,KAY TIFFANY WAY, ,,,9.090909090909092,9.090909090909092
6373,LINCOLN ST, ,,,9.090909090909092,9.090909090909092
2847,DEWEY RD, ,,,9.090909090909092,9.090909090909092
9899,SANDERSON RD, ,,,9.090909090909092,9.090909090909092
5296,HERITAGE DR, ,,,9.090909090909092,9.090909090909092
11211,VALLEYFIELD ST, ,,,9.090909090909092,9.090909090909092
5118,HARTWELL AVE, ,,,12.5,12.5
4649,GRANT ST, ,,,12.5,12.5
5908,KEELER FARM WAY, ,,,9.090909090909092,9.090909090909092
7382,594 MARRETT RD #5,Com Condo,,0.0,,0.0
11274,VINE BROOK RD, ,,,12.5,12.5
6064,LANTERN LN, ,,,9.090909090909092,9.090909090909092
11887,WHIPPLE RD, ,,,9.090909090909092,9.090909090909092
12063,WINGATE RD, ,,,12.5,12.5
7453,MARVIN ST, ,,,9.090909090909092,9.090909090909092
6067,LANTERN LN, ,,,9.090909090909092,9.090909090909092
12068,WINSHIP RD, ,,,9.090909090909092,9.090909090909092
2523,CONSTITUTION RD, ,,,9.090909090909092,9.090909090909092
7455,MARVIN ST, ,,,9.090909090909092,9.090909090909092
11272,VINE BROOK RD, ,,,12.5,12.5
10042,SHADE ST, ,,,9.090909090909092,9.090909090909092
9505,REED ST, ,,,12.5,12.5
1948,CARY AVE, ,,,9.090909090909092,9.090909090909092
12161,WOBURN ST, ,,,9.090909090909092,9.090909090909092
9066,PERCY RD, ,,,12.121212121212121,12.121212121212121
10609,SULLIVAN ST, ,,,8.823529411764707,8.823529411764707
12169,WOBURN ST, ,,,8.823529411764707,8.823529411764707
9896,SANDERSON RD, ,,,12.121212121212121,12.121212121212121
1355,BOW ST, ,,,8.823529411764707,8.823529411764707
1956,CARY AVE, ,,,8.823529411764707,8.823529411764707
6807,LOWELL ST, ,,,8.823529411764707,8.823529411764707
3374,ELIOT RD, ,,,8.823529411764707,8.823529411764707
6001,LACONIA ST, ,,,8.823529411764707,8.823529411764707
2174,CHURCHILL LN, ,,,8.823529411764707,8.823529411764707
1428,BOXWOOD LN, ,,,8.823529411764707,8.823529411764707
11681,WARREN ST, ,,,12.121212121212121,12.121212121212121
2456,CONCORD AVE, ,VO,,8.823529411764707,8.823529411764707
7286,MARRETT RD, ,,,8.823529411764707,8.823529411764707
4540,GLEN RD S, ,,,8.571428571428571,8.571428571428571
11423,WALTHAM ST, ,,,8.571428571428571,8.571428571428571
8231,MOON HILL RD, ,,,11.76470588235294,11.76470588235294
11215,VALLEYFIELD ST, ,,,8.571428571428571,8.571428571428571
9640,RIDGE RD, ,,,8.571428571428571,8.571428571428571
11096,UTICA ST, ,,,8.571428571428571,8.571428571428571
5718,IVAN ST, ,,,8.571428571428571,8.571428571428571
8007,MCKEEVER DR, ,,,11.76470588235294,11.76470588235294
6186,LEDGELAWN AVE, ,,,8.571428571428571,8.571428571428571
8102,MIDDLE ST, ,,,8.571428571428571,8.571428571428571
5206,HAYDEN AVE, ,,,11.76470588235294,11.76470588235294
1324,BLUEBERRY LN, ,,,8.571428571428571,8.571428571428571
6089,LEDGELAWN AVE, ,,,8.571428571428571,8.571428571428571
4547,GLEN RD S, ,,,8.571428571428571,8.571428571428571
12070,WINSHIP RD, ,,,11.76470588235294,11.76470588235294
8404,MYRNA RD, ,,,8.571428571428571,8.571428571428571
6245,LEONARD RD, ,,,8.333333333333332,8.333333333333332
8230,MOON HILL RD, ,,,8.333333333333332,8.333333333333332
12592,YOUNG ST, ,,,8.333333333333332,8.333333333333332
6366,LINCOLN ST, ,,,8.333333333333332,8.333333333333332
11725,WEBB ST, ,,,8.333333333333332,8.333333333333332
11845,WESTVIEW ST, ,,,8.333333333333332,8.333333333333332
5911,KEELER FARM WAY, ,,,8.333333333333332,8.333333333333332
8234,MOON HILL RD, ,,,8.108108108108109,8.108108108108109
1848,CAMBRIDGE/CONCORD, ,,,8.108108108108109,8.108108108108109
5900,JUSTIN ST, ,,,8.108108108108109,8.108108108108109
10939,TROTTING HORSE DR, ,,,8.108108108108109,8.108108108108109
9853,RYDER LN, ,,,8.108108108108109,8.108108108108109
9651,42 RIDGE RD, ,,,8.108108108108109,8.108108108108109
11301,VINE ST, ,,,8.108108108108109,8.108108108108109
10597,STRATHAM RD, ,,,8.108108108108109,8.108108108108109
12281,WOOD ST, ,,,8.108108108108109,8.108108108108109
8579,20 NORTH ST,Residential,,,11.11111111111111,11.11111111111111
8369,10 MUZZEY ST #14,Com Condo,MFO,0.0,,0.0
9645,40 RIDGE RD, ,,,7.894736842105263,7.894736842105263
8673,OAKMOUNT CIR, ,,,7.894736842105263,7.894736842105263
10046,SHADE ST, ,,,7.6923076923076925,7.6923076923076925
7182,MARRETT RD, ,,,7.6923076923076925,7.6923076923076925
393,BACON ST, ,,,7.6923076923076925,7.6923076923076925
7383,594 MARRETT RD #18,Com Condo,,0.0,,0.0
1837,CAMBRIDGE/CONCORD, ,,,10.256410256410255,10.256410256410255
9205,PLEASANT ST, ,,,7.317073170731707,7.317073170731707
5111,HARTWELL AVE, ,,,7.142857142857142,7.142857142857142
6585,LITCHFIELD RD, ,,,9.75609756097561,9.75609756097561
8362,10 MUZZEY ST #18,Com Condo,MFO,0.0,,0.0
7376,594 MARRETT RD #8,Com Condo,,0.0,,0.0
7023,MAGUIRE RD, ,,,6.976744186046512,6.976744186046512
12414,59 WOODLAND RD (BEDFORD), ,,-72.22222222222221,0.0,-35.61643835616438
6766,52 LOWELL ST, ,,0.0,0.0,0.0
2241,16 CLARKE ST #2,Com Condo,,0.0,,0.0
7388,594 MARRETT RD #17,Com Condo,,0.0,,0.0
3148,EARL ST,Residential,,0.0,11.538461538461538,6.521739130434782
8576,30 NORTH ST,Residential,,0.0,12.195121951219512,11.11111111111111
7406,594 MARRETT RD #6,Com Condo,,0.0,,0.0
10043,SHADE ST, ,,,10.869565217391305,10.869565217391305
2228,16 CLARKE ST #3,Com Condo,,0.0,,0.0
10433,SPRING ST, ,,,8.333333333333332,8.333333333333332
12393,WOODLAND RD (BEDFORD), ,,,0.0,0.0
2000,CEDAR ST, ,,,6.0,6.0
7707,1049 MASSACHUSETTS AVE, ,,,9.803921568627452,9.803921568627452
8368,10 MUZZEY ST #15,Com Condo,MFO,0.0,,0.0
8086,9 MERIAM ST #7,Com Condo,,0.0,,0.0
7502,MASSACHUSETTS AVE, ,,,5.172413793103448,5.172413793103448
12423,WOODLAND RD (BEDFORD), ,,,10.714285714285714,10.714285714285714
496,21 BARBERRY RD, ,,0.0,0.0,0.0
